match,team,home_away,ballPossession,expectedGoals,bigChanceCreated,totalShotsOnGoal,goalkeeperSaves,cornerKicks,fouls,passes,totalTackle,freeKicks,yellowCards,shotsOnGoal,hitWoodwork,shotsOffGoal,blockedScoringAttempt,totalShotsInsideBox,totalShotsOutsideBox,bigChanceScored,bigChanceMissed,touchesInOppBox,fouledFinalThird,offsides,accuratePasses,throwIns,finalThirdEntries,finalThirdPhaseStatistic,accurateLongBalls,accurateCross,duelWonPercent,dispossessed,groundDuelsPercentage,aerialDuelsPercentage,dribblesPercentage,wonTacklePercent,interceptionWon,ballRecovery,totalClearance,errorsLeadToShot,goalsPrevented,diveSaves,highClaims,punches,goalKicks,errorsLeadToGoal,accurateThroughBall,redCards,penaltySaves
13981521,Atalanta,Home,68,0.91,0.0,14,1,4,9,654,14,8,0.0,2,0,7,5,7,7,0.0,0.0,30,2.0,2.0,582,25,74,128,31,3,53,7,32,10,11,10,2,44,3,,-0.6571,,0.0,,10,,0.0,,
13981521,Sassuolo,Away,32,1.81,3.0,8,1,1,8,323,16,8,2.0,4,0,3,1,6,2,2.0,1.0,15,1.0,2.0,247,20,38,36,19,1,47,3,29,9,4,11,8,47,27,,0.0365,,2.0,,14,,1.0,,
13981519,Bologna,Home,41,0.92,3.0,11,1,5,14,370,14,15,1.0,4,0,4,3,6,5,2.0,1.0,14,4.0,,297,13,54,76,24,5,59,7,32,16,3,7,7,47,17,,0.1014,0.0,2.0,,1,,,,
13981519,Napoli,Away,59,0.24,0.0,4,2,4,15,551,9,14,3.0,1,1,1,2,1,3,0.0,0.0,13,5.0,,467,21,48,79,29,1,41,7,24,10,3,6,4,40,14,,-0.8317,1.0,0.0,,7,,,,
13981527,Inter,Home,54,1.91,3.0,8,5,3,26,559,14,11,3.0,3,0,4,1,7,1,1.0,2.0,23,2.0,2.0,489,19,47,109,33,3,49,1,30,9,5,6,4,45,11,0.0,0.9086,,,,3,0.0,0.0,,
13981527,Lazio,Away,46,0.63,2.0,8,1,1,11,494,5,26,1.0,5,1,3,0,3,5,0.0,2.0,5,3.0,0.0,425,5,45,93,35,1,51,7,29,11,2,1,9,39,20,1.0,-0.5615,,,,9,1.0,1.0,,
13981538,Inter,Home,64,1.92,2.0,20,2,9,7,624,12,8,1.0,6,2,8,6,12,8,0.0,2.0,47,2.0,2.0,563,21,53,182,25,9,57,4,26,15,7,6,5,44,19,0.0,0.4327,,0.0,1.0,4,,,,0.0
13981538,Milan,Away,36,1.01,1.0,7,6,1,9,361,13,7,2.0,3,0,4,0,4,3,1.0,0.0,16,0.0,3.0,301,11,34,56,19,0,43,7,21,10,3,7,7,40,44,1.0,2.0281,,2.0,0.0,10,,,,1.0
13981541,Cremonese,Home,50,0.89,3.0,9,3,3,12,430,16,16,2.0,4,1,2,3,5,4,1.0,2.0,15,1.0,3.0,342,22,49,69,23,2,59,4,36,18,5,5,9,43,26,,-1.2594,1.0,2.0,,8,1.0,2.0,,
13981541,Roma,Away,50,1.9,3.0,12,3,5,16,434,9,12,2.0,6,0,3,3,6,6,2.0,1.0,31,1.0,2.0,348,19,45,109,15,1,41,6,26,12,5,5,6,48,21,,0.3176,1.0,1.0,,4,0.0,2.0,,
13981533,Napoli,Home,45,1.58,3.0,11,2,5,11,436,10,12,1.0,6,0,3,2,8,3,2.0,1.0,15,2.0,3.0,355,16,45,59,19,1,45,10,25,13,4,6,9,52,15,,-0.0675,1.0,,0.0,15,,,,
13981533,Atalanta,Away,55,0.78,1.0,14,3,3,12,533,20,11,2.0,3,0,9,2,6,8,1.0,0.0,19,3.0,1.0,452,18,47,115,33,5,55,8,35,11,6,12,6,53,17,,-1.3882,0.0,,1.0,3,,,,
13981532,Hellas Verona,Home,59,0.63,1.0,10,5,4,24,467,24,6,4.0,2,0,3,5,5,5,1.0,0.0,20,1.0,5.0,377,22,64,99,12,3,43,8,38,17,8,16,10,52,23,1.0,-1.1896,,1.0,0.0,7,1.0,0.0,,
13981532,Parma,Away,41,1.44,4.0,15,1,4,6,332,21,24,3.0,7,1,3,5,7,8,2.0,2.0,17,4.0,1.0,243,14,49,46,27,4,57,16,53,19,11,11,8,54,30,0.0,-0.5462,,1.0,1.0,6,1.0,1.0,,
13981536,Sassuolo,Home,63,1.76,4.0,22,1,5,10,510,17,10,2.0,7,0,10,5,14,8,1.0,3.0,34,2.0,1.0,443,19,71,157,24,9,58,7,34,18,7,9,3,51,19,0.0,-0.3152,1.0,,,4,,,,
13981536,Pisa,Away,37,1.54,1.0,10,5,2,10,307,11,9,1.0,3,0,5,2,10,0,1.0,0.0,25,4.0,2.0,234,10,32,29,32,6,42,6,22,15,2,4,7,48,32,1.0,0.5142,0.0,,,17,,,,
13981537,Lazio,Home,67,1.89,2.0,19,2,8,8,711,8,13,1.0,9,2,6,4,11,8,1.0,1.0,34,1.0,0.0,642,23,65,112,29,2,52,10,28,13,7,5,15,60,15,0.0,0.074,0.0,0.0,0.0,2,,1.0,,
13981537,Lecce,Away,33,0.62,1.0,5,7,2,13,342,15,8,1.0,1,0,1,3,2,3,0.0,1.0,5,1.0,2.0,265,21,35,44,25,3,48,5,28,10,5,5,7,43,27,3.0,1.1429,1.0,1.0,1.0,11,,0.0,,
13981535,Torino,Home,35,1.34,2.0,10,1,3,6,289,15,8,0.0,2,0,7,1,7,3,1.0,1.0,20,1.0,3.0,230,17,37,55,20,5,45,16,26,13,3,11,15,39,21,1.0,-2.0268,,1.0,,8,3.0,2.0,,
13981535,Como,Away,65,2.81,7.0,15,1,4,9,555,22,6,1.0,7,0,5,3,13,2,3.0,4.0,35,0.0,0.0,486,22,54,94,33,3,55,4,37,10,9,11,9,41,22,0.0,0.4247,,2.0,,11,0.0,1.0,,
13981539,Fiorentina,Home,41,0.58,0.0,11,3,7,11,342,6,18,3.0,2,1,6,3,6,5,,0.0,17,4.0,,291,12,45,56,31,3,49,7,28,11,4,3,11,39,23,1.0,-0.0445,0.0,0.0,,6,,,,
13981539,Juventus,Away,59,1.5,2.0,17,1,3,18,507,17,11,3.0,4,0,4,9,10,7,,2.0,30,2.0,,446,12,49,124,35,3,51,3,32,8,5,10,6,42,27,0.0,-0.492,1.0,1.0,,5,,,,
13981542,Cagliari,Home,50,0.9,2.0,11,4,6,22,343,22,16,4.0,5,0,4,2,8,3,2.0,0.0,18,2.0,0.0,255,22,53,59,18,10,46,6,39,12,4,10,6,42,9,,-0.0161,1.0,1.0,,7,1.0,,0.0,
13981542,Genoa,Away,50,1.42,3.0,13,2,2,16,363,15,22,3.0,8,0,4,1,10,3,1.0,2.0,20,4.0,4.0,305,18,45,50,22,5,54,10,45,14,10,12,3,46,39,,-0.5136,0.0,0.0,,4,0.0,,1.0,
13981534,Udinese,Home,47,1.46,4.0,12,2,7,19,303,20,16,0.0,3,0,7,2,7,5,0.0,4.0,26,5.0,2.0,225,23,46,56,27,4,51,11,43,16,8,13,10,43,20,0.0,-0.032,2.0,,0.0,8,2.0,,,1.0
13981534,Bologna,Away,53,2.22,4.0,10,3,2,16,346,15,18,1.0,5,0,4,1,8,2,2.0,2.0,18,3.0,3.0,258,16,51,57,35,1,49,10,43,14,11,12,8,47,31,1.0,0.3423,1.0,,1.0,7,0.0,,,0.0
13981545,Milan,Home,46,1.47,1.0,16,4,1,10,493,17,12,3.0,4,0,5,7,11,5,1.0,0.0,23,3.0,1.0,437,22,49,88,21,5,53,6,30,10,1,9,10,45,23,1.0,1.2348,1.0,1.0,,4,,,,
13981545,Lazio,Away,54,0.68,3.0,9,3,4,12,569,12,10,4.0,4,1,4,1,5,4,0.0,3.0,16,3.0,2.0,498,14,49,96,25,4,47,5,27,8,5,9,10,51,10,0.0,0.3726,1.0,0.0,,7,,,,
13981549,Atalanta,Home,48,1.6,3.0,21,3,4,15,431,14,10,1.0,9,0,6,6,14,7,1.0,2.0,43,4.0,2.0,365,14,55,104,24,8,52,6,30,16,6,6,8,52,19,1.0,0.7776,1.0,,,6,,2.0,,
13981549,Fiorentina,Away,52,1.58,3.0,15,7,5,10,466,12,15,3.0,3,1,8,4,13,2,0.0,3.0,20,3.0,1.0,387,20,56,54,34,6,48,6,34,9,8,6,8,49,14,1.0,0.1392,2.0,,,8,,2.0,,
13981540,Roma,Home,56,0.52,1.0,8,5,4,14,546,14,13,4.0,2,0,5,1,5,3,0.0,1.0,13,,0.0,449,24,59,100,29,2,45,12,29,16,2,10,6,58,15,,0.3458,1.0,,,2,,1.0,,
13981540,Napoli,Away,44,1.17,3.0,7,2,2,13,434,21,14,3.0,5,0,2,0,3,4,1.0,2.0,12,,4.0,343,20,53,56,20,3,55,8,42,12,8,12,9,55,29,,0.4995,0.0,,,8,,2.0,,
13981550,Bologna,Home,65,2.72,3.0,29,2,13,13,468,15,11,0.0,7,1,14,8,20,9,1.0,2.0,57,5.0,4.0,386,22,69,119,37,10,59,5,34,27,8,8,9,53,21,0.0,-0.8007,0.0,1.0,,2,2.0,1.0,,
13981550,Cremonese,Away,35,2.13,4.0,10,7,8,12,250,14,13,2.0,5,1,2,3,7,3,3.0,1.0,16,1.0,3.0,150,22,48,22,16,4,41,8,32,11,6,7,11,45,49,1.0,0.8046,1.0,0.0,,11,0.0,1.0,,
13981543,Pisa,Home,40,1.72,2.0,10,1,4,13,326,6,15,2.0,2,0,5,3,8,2,0.0,2.0,22,1.0,3.0,256,14,45,47,36,4,54,3,27,15,6,1,7,55,34,,-0.758,,1.0,1.0,9,,1.0,,
13981543,Inter,Away,60,2.0,3.0,14,2,6,15,506,10,13,1.0,3,1,6,5,10,4,1.0,2.0,33,4.0,2.0,433,20,59,148,25,5,46,4,25,11,3,5,8,47,27,,0.1918,,0.0,0.0,8,,0.0,,
13981546,Lecce,Home,48,1.0,1.0,10,5,6,16,342,17,22,2.0,2,0,3,5,6,4,1.0,0.0,15,3.0,1.0,251,13,61,57,28,4,59,12,46,27,9,9,2,40,39,3.0,0.8829,,0.0,1.0,10,,,,1.0
13981546,Torino,Away,52,1.74,3.0,15,0,6,22,358,19,15,3.0,6,1,5,4,9,6,0.0,3.0,18,3.0,2.0,276,18,67,71,26,6,41,10,36,14,4,11,5,43,15,0.0,-0.6894,,1.0,0.0,9,,,,0.0
13981548,Como,Home,63,1.81,4.0,18,5,4,11,628,11,7,2.0,13,0,3,2,12,6,2.0,2.0,25,2.0,2.0,564,16,62,95,22,3,56,1,27,8,9,6,3,48,16,2.0,0.5547,0.0,1.0,1.0,6,0.0,5.0,,
13981548,Sassuolo,Away,37,0.78,3.0,12,11,4,7,362,9,11,1.0,5,0,3,4,9,3,0.0,3.0,18,2.0,3.0,307,10,43,62,18,6,44,8,19,9,1,2,17,53,19,0.0,0.1677,2.0,0.0,2.0,3,1.0,0.0,,
13981551,Juventus,Home,57,1.71,2.0,14,2,1,16,610,16,16,1.0,6,0,5,3,10,4,1.0,1.0,28,7.0,1.0,560,14,68,129,24,4,53,9,40,7,8,7,7,50,18,0.0,0.3072,0.0,,,3,1.0,1.0,,
13981551,Cagliari,Away,43,0.54,1.0,5,4,6,16,454,19,16,5.0,3,0,1,1,3,2,1.0,0.0,11,0.0,0.0,390,10,26,37,16,3,47,9,35,6,2,12,9,43,19,1.0,-0.1315,2.0,,,9,0.0,0.0,,
13981547,Genoa,Home,60,1.75,3.0,15,4,2,9,455,19,19,1.0,4,1,7,4,11,4,2.0,1.0,20,4.0,4.0,366,16,68,82,27,9,54,10,42,36,5,13,4,47,37,,0.9896,0.0,0.0,,6,1.0,1.0,,
13981547,Hellas Verona,Away,40,2.28,4.0,13,2,3,19,299,22,9,3.0,5,1,3,5,11,2,1.0,3.0,24,1.0,5.0,203,19,52,43,17,5,46,11,40,26,9,15,13,42,15,,-0.0467,1.0,1.0,,6,0.0,0.0,,
13981544,Parma,Home,51,0.96,1.0,17,3,5,6,341,21,19,1.0,2,0,6,9,8,9,0.0,1.0,19,4.0,2.0,249,19,65,52,26,4,57,9,42,18,5,9,6,51,26,,0.7938,1.0,1.0,1.0,5,1.0,0.0,1.0,
13981544,Udinese,Away,49,1.74,3.0,14,2,9,19,348,16,5,2.0,5,0,6,3,10,4,2.0,1.0,20,1.0,1.0,266,22,47,41,22,5,43,6,26,20,6,8,6,54,45,,0.1636,0.0,2.0,0.0,6,0.0,1.0,0.0,
13981559,Inter,Home,42,1.36,6.0,11,3,7,16,354,10,13,1.0,7,0,2,2,9,2,3.0,3.0,16,2.0,3.0,293,13,37,54,18,5,48,3,27,12,4,8,9,43,20,,0.0599,,2.0,0.0,12,,2.0,,
13981559,Como,Away,58,1.02,1.0,15,3,4,13,500,7,16,2.0,3,0,10,2,8,7,0.0,1.0,19,4.0,1.0,440,19,56,96,23,8,52,5,32,10,11,3,6,45,10,,-0.538,,1.0,1.0,3,,0.0,,
13981554,Torino,Home,36,1.03,1.0,8,3,2,16,308,24,6,2.0,4,0,2,2,3,5,1.0,0.0,14,1.0,1.0,242,9,52,56,36,1,48,5,31,15,2,14,3,48,20,,-0.9845,,1.0,0.0,8,,0.0,,
13981554,Milan,Away,64,1.67,3.0,17,2,4,7,552,11,16,1.0,6,0,5,6,13,4,2.0,1.0,29,3.0,3.0,494,22,62,117,33,7,52,12,30,19,3,6,6,42,15,,-1.133,,0.0,2.0,3,,1.0,,
13981553,Hellas Verona,Home,36,0.99,2.0,12,3,5,14,278,21,7,2.0,7,0,1,4,6,6,1.0,1.0,22,0.0,3.0,195,14,59,59,18,2,49,9,37,17,9,11,15,61,30,,0.2658,,0.0,1.0,5,,2.0,,
13981553,Atalanta,Away,64,1.47,2.0,12,4,5,7,488,15,13,1.0,5,0,2,5,9,3,1.0,1.0,30,4.0,1.0,396,29,42,63,28,4,51,9,36,21,10,9,10,52,16,,-0.6382,,1.0,0.0,5,,0.0,,
13981555,Pisa,Home,60,1.52,2.0,14,1,6,15,418,13,7,2.0,2,0,9,3,10,4,0.0,2.0,32,2.0,0.0,337,25,76,88,32,18,51,3,23,24,3,9,4,37,23,,-0.1476,,1.0,0.0,8,,,1.0,
13981555,Parma,Away,40,1.18,3.0,9,2,0,7,295,13,14,2.0,2,0,5,2,6,3,1.0,2.0,7,3.0,1.0,221,23,42,33,21,1,49,7,32,14,6,11,5,37,52,,0.0582,,0.0,3.0,8,,,0.0,
13981556,Lazio,Home,47,1.21,2.0,16,4,7,13,407,11,18,3.0,9,0,5,2,11,5,1.0,1.0,23,2.0,1.0,322,23,40,38,24,7,51,6,33,17,5,6,7,44,7,2.0,0.0645,1.0,,,9,,,1.0,
13981556,Bologna,Away,53,1.11,1.0,13,8,3,18,465,15,13,3.0,6,1,4,3,8,5,1.0,0.0,12,0.0,1.0,389,11,56,59,40,3,49,9,35,13,7,7,6,53,22,1.0,2.1833,4.0,,,6,,,0.0,
13981558,Sassuolo,Home,40,1.0,2.0,13,0,7,15,324,10,15,2.0,5,1,4,4,9,4,2.0,,27,3.0,1.0,260,17,56,64,22,6,49,13,32,13,8,6,7,45,24,,-0.2308,0.0,6.0,1.0,6,0.0,,,
13981558,Fiorentina,Away,60,1.21,1.0,9,2,1,15,498,17,14,3.0,1,0,5,3,5,4,1.0,,14,6.0,4.0,423,13,62,87,11,4,51,7,36,10,5,9,7,45,26,,-2.0389,1.0,0.0,0.0,6,2.0,,,
13981552,Udinese,Home,58,1.17,1.0,23,4,6,16,420,20,12,1.0,6,0,9,8,16,7,1.0,0.0,38,3.0,3.0,337,21,56,91,18,10,58,8,36,32,4,14,14,54,20,,0.8278,1.0,0.0,1.0,3,,,,
13981552,Genoa,Away,42,1.57,3.0,12,5,2,12,312,17,15,0.0,6,0,5,1,7,5,2.0,1.0,16,2.0,3.0,241,19,49,44,15,2,42,11,35,14,2,8,6,43,34,,0.5344,0.0,3.0,0.0,13,,,,
13981563,Cremonese,Home,49,2.08,3.0,11,1,5,15,339,20,11,1.0,4,0,3,4,8,3,2.0,1.0,20,2.0,,250,24,44,54,27,3,50,8,42,12,11,8,10,50,40,1.0,0.059,1.0,0.0,0.0,11,,1.0,,
13981563,Lecce,Away,51,0.92,2.0,9,2,5,12,350,19,15,2.0,1,0,6,2,7,2,0.0,2.0,13,6.0,,264,24,62,85,26,7,50,11,35,20,5,9,7,47,35,0.0,-0.4936,0.0,1.0,1.0,7,,0.0,,
13981557,Napoli,Home,50,1.66,4.0,9,1,9,6,497,15,15,2.0,4,1,4,1,7,2,2.0,2.0,16,4.0,1.0,414,16,54,89,16,4,55,8,39,8,11,6,10,52,13,,-0.4997,0.0,1.0,,5,0.0,,,
13981557,Juventus,Away,50,0.29,0.0,5,3,0,15,511,15,6,1.0,2,0,3,0,2,3,0.0,0.0,8,0.0,4.0,444,12,56,84,14,0,45,13,27,11,6,11,12,57,21,,0.2476,1.0,3.0,,6,1.0,,,
13981560,Cagliari,Home,47,1.8,4.0,15,2,4,18,361,23,16,2.0,8,0,4,3,10,5,1.0,3.0,21,4.0,4.0,283,18,42,63,32,3,58,7,48,12,10,14,9,48,22,,0.5051,,1.0,0.0,6,,1.0,0.0,
13981560,Roma,Away,53,0.36,0.0,6,8,1,16,417,11,18,1.0,2,0,0,4,6,0,0.0,0.0,26,3.0,0.0,328,28,62,62,35,3,42,11,34,10,7,4,8,36,21,,0.5192,,0.0,1.0,7,,0.0,1.0,
13981571,Fiorentina,Home,65,1.71,5.0,20,1,9,10,475,12,22,1.0,4,1,9,7,15,5,0.0,5.0,27,4.0,1.0,407,20,71,102,26,6,47,9,40,13,9,7,5,43,24,0.0,-1.2627,1.0,0.0,1.0,7,,1.0,,
13981571,Hellas Verona,Away,35,0.94,2.0,13,4,4,22,259,24,10,5.0,3,1,7,3,7,6,1.0,1.0,19,1.0,1.0,181,13,45,42,20,3,53,7,40,19,6,16,12,51,46,1.0,-0.1255,3.0,3.0,0.0,11,,1.0,,
13981562,Milan,Home,59,1.45,4.0,13,1,7,12,537,17,12,1.0,5,0,5,3,9,4,2.0,2.0,36,3.0,2.0,476,23,60,97,17,6,58,5,34,17,5,10,4,44,23,1.0,0.1211,0.0,2.0,,4,,,,
13981562,Sassuolo,Away,41,1.07,2.0,8,2,3,12,377,16,12,3.0,3,1,2,3,5,3,2.0,0.0,17,0.0,1.0,318,14,34,66,16,4,42,10,32,5,5,13,14,46,30,1.0,-1.2639,1.0,7.0,,6,,,,
13981564,Genoa,Home,36,0.97,1.0,5,6,1,10,286,13,20,2.0,3,0,2,0,3,2,1.0,0.0,12,4.0,0.0,217,23,40,34,24,2,45,9,32,14,3,12,3,42,29,2.0,-0.1648,,1.0,,6,,0.0,,
13981564,Inter,Away,64,1.27,4.0,18,2,6,20,532,18,10,3.0,8,0,2,8,9,9,0.0,4.0,25,2.0,1.0,452,23,52,141,20,4,55,8,35,21,7,15,8,44,19,0.0,0.013,,1.0,,5,,1.0,,
13981570,Udinese,Home,38,1.31,3.0,18,0,1,16,322,18,9,1.0,5,1,6,7,7,11,,3.0,20,3.0,1.0,245,10,35,83,19,1,51,7,30,18,5,6,11,43,32,1.0,0.0,0.0,1.0,1.0,12,,,,
13981570,Napoli,Away,62,0.93,1.0,7,4,3,9,518,11,16,0.0,0,1,6,1,5,2,,1.0,19,2.0,1.0,426,17,65,89,20,2,49,13,31,15,4,6,7,47,12,0.0,-0.3983,1.0,1.0,0.0,8,,,,
13981577,Roma,Home,53,1.15,3.0,14,1,6,16,396,21,8,3.0,4,0,4,6,12,2,,3.0,34,1.0,3.0,321,27,67,84,29,6,47,8,37,10,8,12,8,55,23,,0.1313,0.0,1.0,,7,,,,
13981577,Como,Away,47,0.55,0.0,13,3,3,8,358,15,16,3.0,1,0,5,7,8,5,,0.0,21,4.0,1.0,279,24,45,54,17,2,53,11,38,15,9,8,11,52,26,,-0.3707,1.0,0.0,,11,,,,
13981565,Bologna,Home,51,0.55,1.0,11,2,3,10,455,18,11,3.0,4,1,3,4,7,4,0.0,1.0,22,1.0,0.0,377,16,44,65,35,5,51,9,30,10,3,8,16,49,27,2.0,0.5104,1.0,0.0,,10,,0.0,1.0,
13981565,Juventus,Away,49,1.68,4.0,13,4,4,11,449,14,10,1.0,3,0,5,5,9,4,1.0,3.0,31,4.0,2.0,371,17,59,86,25,2,49,11,25,14,2,7,2,51,19,0.0,0.9113,0.0,2.0,,6,,1.0,0.0,
13981573,Torino,Home,46,1.05,2.0,18,3,6,20,398,21,13,1.0,6,0,4,8,15,3,1.0,1.0,34,1.0,1.0,314,23,65,76,47,5,43,12,39,18,5,11,5,55,36,,0.796,1.0,2.0,1.0,5,,,,
13981573,Cremonese,Away,54,0.69,2.0,10,5,6,13,454,20,20,2.0,3,0,4,3,7,3,0.0,2.0,19,4.0,1.0,361,18,71,77,29,7,57,16,44,31,5,9,10,57,32,,0.531,1.0,1.0,0.0,7,,,,
13981561,Lecce,Home,51,2.2,4.0,21,0,12,17,375,14,6,2.0,3,0,11,7,15,6,1.0,3.0,32,2.0,1.0,295,21,60,72,23,9,40,10,22,21,2,11,4,46,23,0.0,0.0,,,0.0,9,,,,
13981561,Pisa,Away,49,0.22,0.0,5,2,1,6,368,21,17,1.0,0,0,2,3,5,0,0.0,0.0,12,2.0,3.0,286,20,39,31,23,3,60,7,41,24,5,12,6,33,27,1.0,0.1273,,,1.0,12,,,,
13981569,Atalanta,Home,59,2.49,4.0,17,0,5,13,547,14,15,1.0,8,0,5,4,12,5,1.0,3.0,29,1.0,0.0,468,19,70,123,16,1,44,10,32,12,7,7,8,41,24,0.0,-0.2075,0.0,0.0,0.0,6,,1.0,,
13981569,Cagliari,Away,41,0.54,2.0,8,6,4,15,378,23,13,2.0,1,0,5,2,5,3,1.0,1.0,10,2.0,4.0,307,17,33,38,22,4,56,5,39,18,4,11,10,47,21,1.0,0.8829,2.0,3.0,1.0,10,,2.0,,
13981566,Parma,Home,47,1.08,0.0,19,3,4,14,367,6,8,2.0,5,0,9,5,13,6,0.0,0.0,26,0.0,2.0,316,16,47,66,20,9,44,7,19,18,7,1,8,38,21,1.0,0.4547,2.0,0.0,0.0,6,1.0,,0.0,
13981566,Lazio,Away,53,1.35,4.0,15,6,4,8,435,12,14,1.0,5,0,6,4,9,6,1.0,3.0,17,3.0,0.0,368,11,63,69,21,7,56,1,33,15,9,6,5,38,39,1.0,0.7938,2.0,3.0,1.0,12,0.0,,2.0,
